protein,protein frequency,X12.5fmol_C1,X12.5fmol_C2,X12.5fmol_C3,X12.5fmol_C4,X12.5fmol_C5,X12.5fmol_Ro,X12.5fmol_C8,X12.5fmol_C9,X12.5fmol_C10,X25fmol_semtumorS36,X25fmol_semtumorS09,X25fmol_semtumorS40,X25fmol_semtumorS49,X25fmol_semtumorS55,X25fmol_semtumorS57,X25fmol_semtumorS61,X25fmol_semtumorS64,X25fmol_semtumorS68,X25fmol_semtumorT16,X50fmol_T1T2S17,X50fmol_T1T2S57,X50fmol_T1T2S77,X50fmol_T1T2S78,X50fmol_T1T2S79,X50fmol_T1T2T12,X50fmol_T1T2T20,X50fmol_T1T2T22,X50fmol_T1T2T23,X100fmol_T3T4S44,X100fmol_T3T4S45,X100fmol_T3T4S81,X100fmol_T3T4S82,X100fmol_T3T4T13,X100fmol_T3T4T2,X100fmol_T3T4T5,X100fmol_T3T4T65,X100fmol_T3T4T9,X100fmol_T3T4S32
P05109_S100A8      ,59                 ,29.23505           ,30.08017           ,30.76288           ,30.35888           ,27.25061           ,31.04466           ,28.61803           ,29.17451           ,32.05443           ,30.1886            ,27.54848           ,32.03463           ,31.75338           ,31.30802           ,29.54611           ,28.00935           ,29.56899           ,28.69166           ,30.76967           ,31.63824           ,30.61272           ,31.1451            ,29.56422           ,30.02868           ,30.70215           ,27.14725           ,30.51897           ,27.72306           ,29.14051           ,28.71578           ,31.97196           ,30.24887           ,31.03898           ,32.46139           ,32.68673           ,30.45071           ,30.90354           ,31.89551           
P05164_3_MPO       ,84                 ,28.33313           ,28.59875           ,27.48899           ,29.13009           ,27.65997           ,28.79073           ,29.40665           ,27.59392           ,29.54409           ,26.57514           ,25.34489           ,25.86875           ,28.41824           ,28.33905           ,27.38517           ,24.95207           ,28.23704           ,28.05429           ,28.20023           ,29.82536           ,26.65062           ,27.68532           ,23.98233           ,26.85424           ,25.89132           ,28.09194           ,28.03758           ,25.52103           ,26.28644           ,27.36895           ,25.44979           ,27.73279           ,29.2736            ,31.35699           ,30.91142           ,25.99729           ,29.00788           ,29.23236           
P05386_RPLP1       ,5130               ,21.95777           ,22.09039           ,22.21193           ,22.05159           ,19.08908           ,18.6888            ,20.7917            ,18.82994           ,21.09023           ,0                  ,0                  ,18.0323            ,0                  ,19.27073           ,0                  ,0                  ,18.0024            ,20.27036           ,18.61079           ,20.79931           ,22.48377           ,17.98932           ,0                  ,18.69982           ,0                  ,20.93099           ,19.61047           ,0                  ,0                  ,20.52717           ,0                  ,19.15066           ,22.87339           ,21.49941           ,24.10286           ,20.94371           ,23.65589           ,21.8685            
P06396_GSN         ,0                  ,25.85222           ,25.44497           ,26.04554           ,26.89412           ,25.10777           ,26.15516           ,26.81103           ,26.14499           ,26.75557           ,25.84953           ,25.6113            ,27.02126           ,27.0592            ,27.06065           ,25.73301           ,25.31486           ,27.10049           ,25.73745           ,26.8441            ,26.88937           ,25.38818           ,25.88458           ,25.38867           ,25.67546           ,26.27263           ,25.94699           ,26.09869           ,25.61074           ,25.65018           ,27.53349           ,26.47547           ,25.96294           ,25.83369           ,27.62129           ,26.04064           ,27.43365           ,26.06233           ,26.58849           
P06702_S100A9      ,8                  ,30.01558           ,30.75788           ,30.71416           ,30.45111           ,28.80931           ,31.48078           ,29.69684           ,29.5386            ,31.85987           ,31.19543           ,27.96416           ,32.39566           ,31.98597           ,31.92093           ,30.94189           ,28.65785           ,29.56589           ,29.69955           ,31.24621           ,32.29433           ,31.45508           ,31.02148           ,29.8613            ,30.33117           ,31.32507           ,28.12628           ,30.7419            ,29.17031           ,29.62871           ,29.59474           ,31.9062            ,30.92945           ,30.53621           ,32.77402           ,32.66295           ,31.44658           ,31.74831           ,31.75792           
P06733_ENO1        ,670                ,27.04062           ,27.11456           ,28.17707           ,28.64193           ,27.09346           ,27.47352           ,28.24726           ,28.17322           ,28.53623           ,27.4255            ,26.90931           ,28.17631           ,29.23918           ,28.02411           ,26.5502            ,26.80045           ,28.22894           ,28.88701           ,27.66268           ,26.89562           ,27.62972           ,26.94659           ,26.69538           ,27.64733           ,26.81225           ,27.39305           ,27.39591           ,27.36469           ,25.97906           ,28.82451           ,27.5862            ,26.91068           ,27.02496           ,27.57029           ,27.71673           ,28.58201           ,27.08578           ,27.54856           
P06737_PYGL        ,132                ,0                  ,21.20979           ,21.98186           ,23.19785           ,20.79321           ,22.74242           ,0                  ,20.56681           ,23.99248           ,19.77783           ,0                  ,22.79711           ,22.93499           ,21.00395           ,0                  ,0                  ,21.56071           ,21.50533           ,21.31512           ,21.37008           ,20.37124           ,20.77547           ,0                  ,0                  ,0                  ,21.19033           ,20.80538           ,0                  ,0                  ,22.96739           ,21.54369           ,0                  ,20.24563           ,20.54774           ,22.26253           ,23.96146           ,23.04146           ,23.1963            
A0A0A0MTS2_GPI     ,8                  ,26.34768           ,26.33579           ,26.88192           ,28.15914           ,25.93755           ,26.53856           ,27.62582           ,27.13516           ,27.6208            ,26.92025           ,25.65745           ,26.93157           ,27.88518           ,27.78013           ,26.14377           ,25.0703            ,27.63235           ,27.06795           ,26.55996           ,27.53668           ,26.33686           ,26.18151           ,25.93519           ,25.90233           ,25.37059           ,26.57235           ,26.39208           ,21.49438           ,25.19708           ,28.39256           ,27.46817           ,25.41931           ,26.6309            ,27.99793           ,24.95536           ,27.45678           ,25.7092            ,26.90793           
P06870_KLK1        ,4621               ,27.98011           ,27.71751           ,27.22922           ,28.13286           ,29.17477           ,27.83056           ,27.40349           ,28.42738           ,27.33543           ,23.81753           ,27.15634           ,25.2686            ,26.10219           ,25.39833           ,27.64258           ,27.79934           ,28.2311            ,28.33172           ,25.94195           ,26.99884           ,26.09637           ,28.61534           ,29.57642           ,29.06376           ,27.32045           ,27.66323           ,28.14263           ,26.13342           ,27.96091           ,27.12928           ,27.7147            ,27.06332           ,25.11553           ,24.31472           ,21.41885           ,25.73234           ,25.65081           ,24.70804           
P07108_6_DBI       ,821                ,23.34827           ,21.45317           ,23.34327           ,23.43898           ,22.57766           ,20.82485           ,24.40438           ,24.19693           ,22.69402           ,22.06095           ,22.85967           ,20.14158           ,22.53241           ,22.21226           ,22.3948            ,22.19746           ,23.08882           ,23.64823           ,21.45403           ,20.43868           ,22.79118           ,21.87673           ,23.30257           ,22.26954           ,0                  ,0                  ,22.66917           ,23.76344           ,22.08421           ,23.39388           ,22.15675           ,22.45586           ,0                  ,22.51802           ,20.84031           ,22.13774           ,22.12969           ,21.60014           
P07195_LDHB        ,787                ,21.73173           ,22.75823           ,23.29179           ,21.89308           ,23.26299           ,23.67422           ,23.51364           ,23.06791           ,24.15862           ,22.61385           ,21.35912           ,22.65866           ,23.25897           ,23.4675            ,22.03725           ,23.0861            ,23.82182           ,24.1882            ,22.28616           ,22.13232           ,20.55693           ,21.06638           ,0                  ,0                  ,0                  ,23.71879           ,23.12209           ,0                  ,0                  ,23.51292           ,0                  ,0                  ,24.15298           ,20.9979            ,21.13909           ,24.01044           ,22.05543           ,22.18492           
P07237_P4HB        ,4268               ,23.93553           ,24.44966           ,25.35377           ,24.89689           ,23.04567           ,25.03984           ,24.63981           ,23.78077           ,23.89975           ,22.57295           ,22.55377           ,22.67526           ,23.60772           ,23.48849           ,24.47735           ,23.61941           ,24.50628           ,24.78706           ,22.85032           ,23.19423           ,24.49344           ,22.70443           ,23.16019           ,25.13504           ,23.60093           ,23.75908           ,23.26985           ,22.25612           ,23.82309           ,25.09824           ,23.68228           ,23.34949           ,22.56344           ,24.66433           ,25.00838           ,24.60767           ,25.60558           ,24.29263           
P07339_CTSD        ,5184               ,22.85447           ,23.13187           ,22.78614           ,23.45551           ,22.70075           ,23.96455           ,22.50031           ,23.34976           ,23.32031           ,20.00498           ,19.69353           ,20.72459           ,22.68716           ,22.3218            ,22.25773           ,22.50031           ,21.43527           ,24.03179           ,20.62248           ,21.15307           ,22.17877           ,22.23801           ,21.83846           ,23.02433           ,21.54345           ,21.80215           ,22.46978           ,21.69485           ,21.09726           ,20.99037           ,22.16922           ,22.19132           ,21.16411           ,21.57579           ,20.65997           ,22.3943            ,21.22723           ,21.7587            
P07737_PFN1        ,0                  ,24.68907           ,24.50203           ,25.47017           ,27.45301           ,24.63998           ,26.28231           ,26.49355           ,26.75034           ,26.72897           ,26.31721           ,24.66107           ,28.10794           ,28.17669           ,27.21391           ,25.04648           ,24.62031           ,27.73576           ,24.8009            ,26.41785           ,27.20807           ,24.75812           ,25.70369           ,24.28193           ,25.05639           ,25.06085           ,26.64636           ,25.44828           ,25.60142           ,23.70071           ,28.01569           ,26.70425           ,26.0043            ,26.10593           ,26.80317           ,25.56793           ,27.95149           ,25.29141           ,27.00592           
P07858_CTSB        ,109                ,24.47029           ,24.40983           ,23.31479           ,23.53706           ,23.79164           ,24.91178           ,22.69245           ,23.29824           ,21.99497           ,22.71053           ,23.45249           ,22.63699           ,23.27625           ,22.94131           ,23.64955           ,24.01852           ,24.97369           ,23.26857           ,22.832             ,22.44349           ,23.30744           ,22.28215           ,23.12693           ,25.37096           ,23.38007           ,22.71358           ,22.67444           ,24.58898           ,22.76438           ,23.26299           ,23.62232           ,22.71026           ,23.01497           ,0                  ,0                  ,22.70426           ,22.67388           ,22.98094           
P07900_2_HSP90AA1  ,566                ,21.94077           ,23.31216           ,23.65469           ,22.92796           ,21.97736           ,23.5715            ,21.13477           ,20.84483           ,22.83018           ,21.11051           ,0                  ,23.64647           ,22.4467            ,22.36156           ,22.01611           ,0                  ,22.05547           ,22.62765           ,22.32457           ,22.63183           ,22.57355           ,21.35504           ,0                  ,21.74098           ,22.03446           ,23.0771            ,22.57626           ,0                  ,0                  ,22.80353           ,22.61984           ,22.99414           ,24.36379           ,22.95355           ,23.65665           ,22.87333           ,23.47581           ,22.72908           
P07996_THBS1       ,433                ,22.12139           ,22.6079            ,20.98801           ,21.11471           ,0                  ,22.84148           ,22.3735            ,22.22764           ,21.97925           ,0                  ,0                  ,0                  ,20.34592           ,0                  ,21.45654           ,20.62507           ,20.57117           ,21.59896           ,21.27753           ,20.73736           ,20.54378           ,21.88428           ,21.96793           ,21.2785            ,0                  ,0                  ,22.56058           ,0                  ,23.34123           ,19.87936           ,20.54614           ,23.69051           ,21.61679           ,0                  ,22.72309           ,20.19472           ,0                  ,20.66813           
P08107_HSPA1A      ,20                 ,26.27024           ,25.83222           ,26.54405           ,26.96884           ,25.47225           ,25.99421           ,26.55207           ,25.84771           ,26.93078           ,26.03699           ,25.19265           ,27.0591            ,27.59263           ,27.06363           ,25.46014           ,24.84656           ,26.63215           ,26.59804           ,26.57529           ,26.53567           ,26.13048           ,25.34571           ,26.00043           ,26.26327           ,26.03551           ,26.00112           ,25.53807           ,26.23967           ,25.35531           ,27.8308            ,26.38339           ,25.32131           ,25.875             ,27.46894           ,25.63909           ,26.61989           ,26.41377           ,26.59648           
P08238_HSP90AB1    ,4842               ,22.38356           ,22.37356           ,23.08555           ,22.43357           ,0                  ,23.55836           ,20.78181           ,0                  ,21.7984            ,21.20628           ,0                  ,22.67681           ,22.28054           ,21.95539           ,21.31313           ,0                  ,20.96846           ,21.79471           ,21.47363           ,22.07917           ,23.07586           ,21.77712           ,0                  ,22.08615           ,21.5727            ,22.85384           ,22.79761           ,0                  ,22.32012           ,22.3752            ,22.96967           ,23.66166           ,22.84176           ,22.21975           ,23.23317           ,23.07503           ,23.64438           ,22.73965           
P08246_ELANE       ,0                  ,23.9917            ,27.00967           ,24.81416           ,27.02327           ,0                  ,25.57834           ,24.92262           ,24.74212           ,27.30626           ,24.98007           ,24.61105           ,24.2398            ,25.71088           ,25.61102           ,23.45136           ,22.99215           ,25.91109           ,23.95784           ,25.71267           ,26.61512           ,24.60008           ,22.08984           ,25.2764            ,24.53765           ,0                  ,26.68939           ,25.36983           ,22.92468           ,0                  ,24.46245           ,22.82476           ,22.59257           ,28.20774           ,28.09572           ,26.92275           ,25.22806           ,26.74163           ,27.35917           
P08311_CTSG        ,1544               ,24.07611           ,26.00667           ,23.87998           ,24.60518           ,23.35367           ,25.95163           ,24.22413           ,23.52432           ,23.63445           ,23.85975           ,23.48308           ,24.42111           ,23.30925           ,23.40989           ,24.55923           ,21.58348           ,23.63688           ,22.62297           ,21.78672           ,24.97727           ,24.65807           ,23.6634            ,22.05679           ,23.60456           ,23.30522           ,24.17547           ,25.13915           ,22.55604           ,23.11645           ,24.59844           ,24.56535           ,24.63301           ,25.31962           ,23.31147           ,26.16241           ,23.87173           ,25.76134           ,25.96805           
P08571_CD14        ,0                  ,0                  ,20.44111           ,20.19123           ,19.37562           ,20.86846           ,21.46124           ,20.39634           ,0                  ,20.47516           ,19.99106           ,0                  ,20.58325           ,20.45503           ,0                  ,0                  ,21.56705           ,0                  ,23.22741           ,18.73423           ,19.69892           ,20.54934           ,20.26979           ,0                  ,22.2105            ,0                  ,0                  ,0                  ,19.24037           ,21.28059           ,19.89606           ,0                  ,20.67332           ,20.88129           ,0                  ,0                  ,22.27429           ,0                  ,19.95603           
P08603_CFH         ,0                  ,0                  ,21.57464           ,0                  ,0                  ,0                  ,23.11248           ,20.81159           ,21.54891           ,20.72908           ,25.74473           ,0                  ,22.83686           ,21.86329           ,22.90641           ,22.72846           ,22.45393           ,0                  ,22.28687           ,23.07281           ,23.74304           ,23.68035           ,23.46712           ,21.26785           ,0                  ,0                  ,0                  ,22.12761           ,21.09016           ,22.90485           ,0                  ,0                  ,23.7959            ,24.19144           ,0                  ,25.02394           ,24.38634           ,22.69979           ,20.361             
P09211_GSTP1       ,375                ,27.36119           ,26.94648           ,27.9901            ,28.17983           ,26.61484           ,27.09617           ,27.01041           ,28.02454           ,26.73467           ,26.8629            ,26.6432            ,26.28648           ,27.37053           ,26.50487           ,26.3313            ,25.94327           ,26.92807           ,28.01452           ,26.88937           ,25.73828           ,26.97989           ,26.33429           ,25.89544           ,27.36536           ,25.80577           ,26.91365           ,26.63824           ,28.00314           ,26.79675           ,27.36026           ,26.83653           ,25.89943           ,25.47358           ,26.54813           ,26.85698           ,26.96455           ,26.13326           ,27.1379            
P09228_CST2        ,5184               ,30.27019           ,32.12362           ,30.3452            ,30.93747           ,30.435             ,29.00062           ,29.39887           ,31.02082           ,29.89894           ,0                  ,27.70392           ,21.11832           ,24.31154           ,0                  ,27.73389           ,28.32946           ,30.92181           ,26.38962           ,26.07218           ,27.31596           ,27.49014           ,30.80939           ,30.64779           ,28.18296           ,30.23831           ,29.1344            ,29.281             ,25.9052            ,29.83331           ,27.44727           ,28.58917           ,28.65209           ,0                  ,28.43686           ,22.13028           ,22.90036           ,22.45603           ,27.48062           
P09960_LTA4H       ,104                ,23.35016           ,23.24352           ,22.3743            ,25.17995           ,22.08557           ,23.63201           ,24.56987           ,23.81958           ,25.07611           ,23.48173           ,22.04767           ,25.28602           ,26.07063           ,24.93418           ,22.242             ,21.98586           ,25.42214           ,23.8225            ,24.7897            ,25.03565           ,22.23734           ,22.95227           ,0                  ,22.88828           ,0                  ,23.83567           ,24.3583            ,0                  ,22.3844            ,25.84695           ,24.48456           ,22.7912            ,24.44922           ,24.12739           ,22.36014           ,24.66226           ,22.90857           ,24.74026           
P0C0S8_HIST1H2AG   ,0                  ,25.21553           ,25.68702           ,27.46801           ,25.68014           ,25.18086           ,24.42694           ,25.00851           ,25.94161           ,26.07786           ,24.47265           ,23.84498           ,22.73999           ,25.50724           ,24.91502           ,25.00676           ,24.70398           ,25.93283           ,26.42329           ,25.64392           ,28.56627           ,25.99123           ,25.63254           ,25.14231           ,26.26386           ,0                  ,24.98776           ,25.73133           ,24.24343           ,25.61821           ,24.4224            ,24.41229           ,26.20628           ,24.95704           ,28.01217           ,26.52154           ,23.80489           ,26.65704           ,26.03635           
P10412_HIST1H1E    ,0                  ,23.0022            ,25.79833           ,25.28313           ,25.4107            ,0                  ,22.50531           ,26.7474            ,25.32121           ,26.98359           ,22.90626           ,24.60337           ,26.6432            ,26.45119           ,26.24025           ,23.84374           ,22.33041           ,26.88983           ,25.34844           ,26.49605           ,27.36586           ,24.1281            ,24.901             ,24.82459           ,24.37139           ,26.68271           ,28.58402           ,25.27017           ,26.12514           ,23.64306           ,27.20918           ,25.81731           ,24.47488           ,26.97279           ,27.06415           ,23.99352           ,25.54153           ,25.66514           ,26.13297           
P10599_TXN         ,0                  ,25.61591           ,25.14476           ,26.57946           ,27.00035           ,23.6424            ,25.48619           ,26.33588           ,26.97093           ,24.91022           ,26.79079           ,24.79976           ,25.21275           ,25.64207           ,23.1712            ,25.56459           ,25.1106            ,25.06915           ,27.20434           ,24.12802           ,23.91953           ,26.18731           ,25.15287           ,25.75761           ,26.81054           ,23.62064           ,23.89393           ,24.64631           ,27.54635           ,24.02943           ,26.86997           ,25.49518           ,25.33364           ,22.49003           ,24.61605           ,25.3887            ,25.88525           ,25.06406           ,25.15027           
P10909_2_CLU       ,128                ,0                  ,22.27387           ,23.31354           ,23.29544           ,23.07259           ,22.89774           ,23.50276           ,23.11564           ,21.55833           ,21.51287           ,22.83892           ,22.16063           ,21.01488           ,22.55852           ,24.4379            ,24.99602           ,23.10196           ,23.73758           ,22.30302           ,21.94077           ,24.69922           ,24.64532           ,24.84384           ,24.85129           ,23.70113           ,23.34935           ,24.48087           ,0                  ,23.16062           ,21.81409           ,23.45864           ,26.24067           ,22.46563           ,0                  ,22.56718           ,22.43258           ,22.66436           ,23.07669           
P11021_HSPA5       ,19                 ,25.11676           ,25.32913           ,25.61832           ,25.82673           ,23.65851           ,25.70525           ,24.72837           ,24.37921           ,25.33091           ,24.45212           ,22.70704           ,24.25861           ,25.55069           ,24.44575           ,23.87183           ,24.11315           ,24.84857           ,26.03311           ,24.5775            ,24.82987           ,24.91265           ,24.45438           ,24.12163           ,24.67837           ,23.54828           ,25.54922           ,23.89134           ,25.07631           ,23.45149           ,25.80275           ,24.66166           ,24.09128           ,24.78222           ,25.68445           ,24.90995           ,24.84561           ,25.08861           ,26.8769            
P11142_HSPA8       ,26                 ,24.68555           ,24.30117           ,25.74026           ,25.82447           ,23.634             ,24.00804           ,24.68335           ,23.94949           ,24.92669           ,24.62517           ,24.44998           ,25.24699           ,26.01708           ,25.19997           ,24.97636           ,24.64268           ,25.40772           ,26.05722           ,25.30243           ,24.56628           ,25.49121           ,24.70909           ,25.23158           ,25.75789           ,24.91798           ,23.77746           ,24.97412           ,25.26503           ,24.46949           ,26.08784           ,24.91269           ,24.27725           ,24.12621           ,25.55186           ,25.32667           ,25.32437           ,26.09796           ,25.41899           
P11215_2_ITGAM     ,1277               ,20.62712           ,21.33849           ,21.11984           ,21.49741           ,0                  ,24.16461           ,20.84498           ,21.24144           ,22.0084            ,20.45984           ,0                  ,23.3648            ,21.77872           ,0                  ,21.27344           ,0                  ,21.66371           ,0                  ,0                  ,0                  ,20.55861           ,20.95035           ,0                  ,0                  ,20.50572           ,21.34938           ,21.77036           ,21.77563           ,0                  ,22.09071           ,21.98631           ,21.45393           ,23.64548           ,0                  ,23.91424           ,22.34887           ,23.84709           ,22.77008           
P12273_PIP         ,1674               ,29.26834           ,30.13038           ,31.18009           ,29.33467           ,30.73957           ,32.13204           ,29.9034            ,29.8931            ,27.80206           ,23.47704           ,27.258             ,26.94581           ,27.66445           ,26.07686           ,30.03039           ,31.05077           ,29.27934           ,28.57928           ,27.61442           ,28.5382            ,29.4213            ,31.15116           ,31.43926           ,31.43594           ,28.90196           ,27.00056           ,28.34308           ,27.07674           ,28.99545           ,28.28123           ,30.39928           ,28.88291           ,28.43213           ,27.40162           ,26.87888           ,28.71365           ,26.48933           ,29.84731           
P12429_ANXA3       ,5184               ,21.74271           ,23.59707           ,21.73773           ,21.62154           ,23.49911           ,24.79248           ,21.3218            ,22.08219           ,21.64887           ,0                  ,24.07765           ,22.25606           ,0                  ,21.98801           ,21.45719           ,0                  ,21.78245           ,19.55174           ,21.69774           ,20.99369           ,21.29844           ,20.91714           ,0                  ,0                  ,21.27611           ,22.01185           ,21.78867           ,21.36864           ,22.90452           ,22.91366           ,23.38627           ,21.49687           ,24.98098           ,21.16085           ,28.09542           ,22.42877           ,24.20404           ,24.3503            
P12814_3_ACTN1     ,1766               ,25.25227           ,25.32186           ,25.76552           ,26.11555           ,24.59611           ,25.42579           ,25.84216           ,25.04822           ,26.11765           ,24.33245           ,23.83074           ,26.01122           ,24.25148           ,24.96895           ,24.41777           ,24.41183           ,25.68215           ,24.6392            ,25.54345           ,26.95538           ,24.97408           ,25.02225           ,23.61043           ,25.23162           ,24.9949            ,24.9213            ,25.83887           ,0                  ,24.3018            ,26.22199           ,25.20385           ,25.25162           ,24.75486           ,26.90667           ,26.55215           ,26.15209           ,26.47011           ,26.43242           
P13688_CEACAM1     ,295                ,21.12136           ,21.17524           ,20.7043            ,23.12198           ,0                  ,22.67502           ,21.94178           ,22.29978           ,21.77917           ,19.85477           ,20.48954           ,22.15515           ,22.31246           ,21.25384           ,21.05881           ,21.21466           ,21.66739           ,21.64201           ,21.11191           ,21.61212           ,22.06812           ,21.10111           ,20.48513           ,20.58564           ,21.29972           ,0                  ,0                  ,21.25379           ,0                  ,22.79729           ,21.35499           ,20.8219            ,20.84973           ,22.40164           ,24.56419           ,21.97614           ,23.66166           ,22.66739           
P13796_LCP1        ,0                  ,25.54831           ,25.01159           ,23.99006           ,26.64485           ,24.62204           ,26.27267           ,26.09861           ,25.61734           ,27.57297           ,26.55807           ,25.07529           ,28.09944           ,27.90776           ,27.61323           ,24.9711            ,23.81783           ,27.13261           ,24.59685           ,26.44104           ,27.38154           ,25.11609           ,25.65927           ,25.22383           ,24.68437           ,25.77764           ,26.98468           ,25.97609           ,27.60569           ,24.70483           ,27.58269           ,27.42614           ,25.15356           ,26.26127           ,28.43667           ,25.19824           ,28.01484           ,25.20344           ,26.89203           
P14174_MIF         ,0                  ,20.23771           ,23.20605           ,24.42066           ,25.83634           ,23.76051           ,23.13256           ,23.62132           ,25.18903           ,25.4051            ,24.35736           ,23.58875           ,24.07128           ,26.54273           ,23.77525           ,24.00462           ,23.92234           ,25.11779           ,25.005             ,25.20385           ,24.00924           ,24.4965            ,22.56465           ,22.40619           ,23.65425           ,22.08949           ,24.10398           ,24.11965           ,23.32196           ,23.48751           ,25.08586           ,24.25926           ,23.49277           ,25.02217           ,22.65005           ,23.72359           ,25.41973           ,23.04579           ,24.44569           
P14550_AKR1A1      ,0                  ,22.28461           ,0                  ,22.15066           ,22.09294           ,0                  ,22.33938           ,22.06536           ,21.85422           ,21.58967           ,22.16834           ,0                  ,22.05705           ,22.5038            ,21.53706           ,0                  ,0                  ,0                  ,21.33582           ,0                  ,20.6063            ,21.8336            ,21.2175            ,21.61773           ,20.46354           ,21.46877           ,20.76749           ,21.8514            ,0                  ,20.74829           ,22.18498           ,22.51241           ,21.41679           ,20.55618           ,20.95816           ,20.00895           ,21.68936           ,21.32493           ,21.22606           
P14618_PKM2        ,0                  ,25.41751           ,25.75781           ,26.09075           ,27.17236           ,23.905             ,26.82043           ,26.18814           ,25.51355           ,26.80255           ,26.80698           ,23.97132           ,26.49106           ,28.62519           ,24.36259           ,24.1325            ,23.69732           ,25.78982           ,26.19487           ,25.1658            ,26.18663           ,26.82845           ,24.38186           ,24.56709           ,24.424             ,23.64998           ,26.87771           ,26.02657           ,24.84967           ,24.45124           ,26.1816            ,26.75098           ,25.52432           ,27.61576           ,25.86044           ,26.6554            ,26.71581           ,26.08641           ,26.61793           
P14780_MMP9        ,4                  ,25.51575           ,25.82262           ,23.80784           ,26.51042           ,25.43294           ,26.5969            ,26.16319           ,26.34081           ,26.70504           ,25.54545           ,24.83446           ,27.78874           ,27.80974           ,26.6971            ,25.56695           ,23.97018           ,25.94766           ,23.79471           ,26.65785           ,26.89203           ,25.15054           ,24.58291           ,24.20658           ,24.83142           ,26.16925           ,26.05732           ,25.54622           ,25.54646           ,23.37809           ,26.69511           ,26.09005           ,25.08444           ,26.99172           ,27.20909           ,26.53597           ,26.87877           ,24.38192           ,26.62213           
P16401_HIST1H1B    ,0                  ,23.30103           ,24.47507           ,24.53184           ,25.40093           ,23.13634           ,21.07568           ,25.84024           ,24.89449           ,26.39125           ,22.06789           ,24.15027           ,25.57326           ,24.95172           ,25.44607           ,23.87624           ,0                  ,25.75029           ,24.31852           ,24.77856           ,26.99313           ,23.27881           ,24.3002            ,23.82687           ,23.50506           ,25.86027           ,27.19854           ,25.51761           ,22.79497           ,23.65981           ,27.29009           ,25.08038           ,24.19873           ,24.76355           ,27.63374           ,22.43071           ,22.2537            ,24.70583           ,24.33279           
P16402_HIST1H1D    ,0                  ,19.8039            ,19.65053           ,19.39981           ,21.58403           ,0                  ,0                  ,20.13069           ,20.18568           ,21.43893           ,0                  ,0                  ,19.8448            ,20.1739            ,19.94949           ,0                  ,0                  ,20.93704           ,20.48326           ,0                  ,21.56709           ,18.25976           ,19.18498           ,0                  ,0                  ,21.13377           ,20.36602           ,0                  ,0                  ,0                  ,22.74696           ,0                  ,20.08472           ,0                  ,22.7916            ,0                  ,19.87598           ,19.2354            ,20.30897           
P16403_HIST1H1C    ,0                  ,0                  ,24.72177           ,24.56744           ,0                  ,23.0863            ,0                  ,26.25762           ,24.53807           ,26.45714           ,23.02753           ,24.86717           ,26.55513           ,0                  ,24.1702            ,23.32471           ,0                  ,24.43205           ,24.67627           ,24.66476           ,26.22338           ,23.49619           ,24.68094           ,24.13641           ,23.93733           ,25.76342           ,26.50274           ,24.91962           ,0                  ,0                  ,27.50635           ,25.69498           ,0                  ,24.23286           ,26.61133           ,0                  ,24.41358           ,24.17165           ,24.57612           
P17174_GOT1        ,555                ,20.55328           ,20.03187           ,22.24197           ,22.50642           ,20.35509           ,20.29311           ,22.16757           ,21.49775           ,20.91707           ,20.16828           ,18.75062           ,0                  ,21.98753           ,19.58639           ,19.18103           ,18.79791           ,22.05388           ,24.12037           ,19.10021           ,18.82966           ,21.73322           ,0                  ,19.28114           ,21.95879           ,0                  ,20.61836           ,20.41411           ,22.47103           ,0                  ,22.86147           ,0                  ,17.63899           ,18.84319           ,19.30984           ,0                  ,20.15363           ,19.79467           ,20.12566           
P17931_LGALS3      ,0                  ,23.19132           ,23.01396           ,24.07374           ,22.74507           ,0                  ,23.66958           ,22.80467           ,21.60214           ,21.97973           ,0                  ,22.35703           ,22.33194           ,22.32468           ,0                  ,21.55295           ,22.69846           ,20.12578           ,24.82934           ,21.51152           ,21.84326           ,23.01156           ,22.86618           ,0                  ,21.78636           ,22.19373           ,22.10645           ,22.59541           ,22.19129           ,0                  ,23.77254           ,20.40686           ,21.62814           ,23.25013           ,22.54934           ,22.33726           ,22.64781           ,23.22579           ,21.47754           
P18206_VCL         ,771                ,21.82644           ,0                  ,20.89719           ,21.53521           ,21.48753           ,21.89789           ,21.47472           ,21.36528           ,22.15085           ,20.93287           ,0                  ,21.75931           ,23.4968            ,21.34348           ,0                  ,0                  ,21.46901           ,20.58784           ,20.3931            ,22.94994           ,20.49199           ,20.02715           ,0                  ,0                  ,0                  ,0                  ,19.95943           ,22.43331           ,0                  ,22.16843           ,22.98158           ,20.61881           ,21.08874           ,23.16063           ,21.3989            ,24.83408           ,22.08378           ,22.05315           
P18510_2_IL1RN     ,4947               ,27.50074           ,25.53742           ,26.74484           ,26.70715           ,25.8394            ,23.80853           ,24.62338           ,26.42905           ,25.39647           ,25.05254           ,24.38548           ,22.97037           ,25.02424           ,22.75385           ,23.93885           ,25.46279           ,24.63749           ,27.11128           ,23.60693           ,0                  ,25.8059            ,23.25039           ,26.00999           ,26.28995           ,24.801             ,25.03649           ,24.80243           ,26.91376           ,24.79956           ,24.3256            ,25.47559           ,23.4197            ,24.63716           ,23.40276           ,23.64053           ,24.38291           ,23.03966           ,23.27625           
