	12.5fmol_C10	12.5fmol_C2	12.5fmol_C3	12.5fmol_C4	12.5fmol_C5	12.5fmol_C8	12.5fmol_Ro	25fmol_semtumor_S36	25fmol_semtumor_S40	25fmol_semtumor_S49	25fmol_semtumor_S57	25fmol_semtumor_S61	25fmol_semtumor_S64	25fmol_semtumor_S68	25fmol_semtumor_T16	50fmol_T1T2_S17	50fmol_T1T2_S77	50fmol_T1T2_S78	50fmol_T1T2_T12	50fmol_T1T2_T20	50fmol_T1T2_T22	50fmol_T1T2_T23
genes	12.5fmol	12.5fmol	12.5fmol	12.5fmol	12.5fmol	12.5fmol	12.5fmol	25fmol	25fmol	25fmol	25fmol	25fmol	25fmol	25fmol	25fmol	50fmol	50fmol	50fmol	50fmol	50fmol	50fmol	50fmol
P17174_GOT1	21.05801	20.2894	22.34646	22.42954	20.88054	22.1272	20.49902	20.41007	0	22.2138	19.48448	19.05343	22.00741	24.0071	19.3363	19.12037	0	19.49983	0	21.02073	20.8606	22.5346
P17931_LGALS3	20.45523	22.26253	23.60964	22.77431	0	22.36068	23.23374	22.23491	21.83275	21.79348	21.15165	22.94131	20.09507	24.3089	20.75923	0	22.17197	22.31066	0	0	22.03537	21.76377
P18510_2_IL1RN	24.36031	25.7226	26.67896	26.82857	26.07167	24.9266	23.8853	25.22821	22.80666	25369	24.47321	25.5343	24.79029	27.08152	23.89264	0	23.08071	25.21956	24.91269	25.42499	25.08574	26.86762
P18669_PGAM1	26.67088	25.47914	25.89437	26.50894	24.93787	26282	25.61296	25.7167	26.29852	27.94804	24.53416	24.72728	26.13917	25.47373	25.97077	23.78157	25.36346	0	25.65859	25.62383	25.6496	23.55555
P19961_AMY2B	28.10904	27.50279	31.28328	30.12829	30.40284	29.48235	29.51258	28.00255	29.74021	30.94803	32.62215	31.33974	32.00554	28.09336	29.3657	26.30014	30.17462	28.1379	27.95959	29.01648	30.58531	30.75533
P20061_TCN1	21.53279	21.89045	22.10904	0	22.90898	21.48984	24.07455	21.02161	21.18961	22.07437	22.67573	24.67589	22.25874	23.76901	21.44405	21.30997	21.8146	24.51863	21.44304	20.72301	21.78524	23.07362
P20160_AZU1	25.24811	25.13989	23.68121	23.63777	25.01223	24.34983	24.84484	23.57854	23.96005	25.35696	23.7959	0	25.28189	24.69238	25.73686	27.52739	24.82794	22.24603	23.11055	24.06382	25.82452	0
P20618_PSMB1	21.02317	0	0	21.50693	0	20.8137	20.91006	20.45433	21.32141	21.18447	0	0	20.8874	21.20872	0	21.28365	20.51826	0	0	20.64192	20.41864	0
P21333_FLNA	23.29488	0	21.40203	23.16323	0	21.96212	21.40888	20.89238	22.33914	22.08076	20.97197	0	21.95915	21.6082	0	23.37079	21.99507	0	0	22.21496	21.55046	0
P22314_UBA1	21.39205	20.34776	22.08809	21.27076	0	20.46364	21.28867	20.22317	18.8938	20.62783	0	0	20.21039	19.56238	19.50442	20.9805	19.98968	0	20.14669	21.36276	19.2097	0
Q32Q12_NME1_NME2	21891	0	21.21116	21.86389	0	21.69715	20.68011	0	21.67891	21.89981	0	0	21.45277	22.16684	21.69914	21.68932	20.84199	0	21.39105	21.79563	21.21898	0
P22532_SPRR2D	25.31707	24.18382	24.47035	0	0	26.80686	0	23.09012	22.58463	22.89724	0	24.01308	0	27.31786	0	22.71965	23.61953	23.9167	0	24.01725	25.12033	25.19607
P22894_MMP8	21.78053	0	20.94821	22.21306	21.05742	21.94135	22.21907	21.36874	24.59713	25.51265	0	0	21.80798	20.60404	21.8331	23.50033	20.29109	0	20.82361	20.9517	21.70062	22.9517
P23280_CA6	26.1962	28.32406	27.3385	28494	28.54145	26.62506	28.4626	24.04627	25.42608	26.92976	28.01457	28.09999	26.57658	25.2242	26.53214	25.67976	26.41464	28.35531	25.23765	26.16146	27.31138	25.15372
P23284_PPIB	23.11571	24.75297	24.17851	25.54504	23.26914	21.18701	26.31424	21.26379	22.31446	24.26942	24.27831	24.05366	23.60332	22.49448	22.80323	22.27512	23.59195	25.60023	22.84282	0	22.47593	23.28221
P23381_WARS	22.61023	21.70075	21.68791	23.13834	0	21.99928	21.6888	23.44708	23.24593	22.72432	23.54946	21.57168	21.56454	21.51663	22.7488	22.2304	22.4066	23.16602	23.61212	22.58788	21.97516	0
E9PK25_CFL1	24.28708	24.74627	24.80109	25.45406	23.21767	24.29018	25.77362	24.4256	25.01805	26.80452	23.99593	23.15633	25.61731	24.42656	24.08002	26.21906	24.06168	22.74946	25.76175	23.82454	24.97215	24.72682
P24158_PRTN3	27.8125	26.27209	25.42008	26.73428	26.12248	25.57851	27.2115	28.14458	27.91724	27.63152	26.77681	25.08391	26.56504	26.31351	28.07322	28.62798	26.42288	25.53243	25.62717	26.33417	27.14433	27.71043
P25311_AZGP1	29.58258	31.09754	31.08132	30.6645	31.81673	30.72874	30.99833	28.75983	29.28701	30.20175	30.99469	32.33055	31.00879	31.9529	30.24932	30.13173	30.42952	31.81985	30.87869	29.99294	30.03983	30.21986
P26038_MSN	24.95965	23.9865	23.32773	23.57877	23.08409	23853	25.82924	23.62511	24.64014	25.60496	23.49765	23.58932	24.61958	23.83904	23.93508	24.54622	24.36686	23.76334	23.78437	23.69221	23.52791	23.05243
P28325_CST5	0	24.58909	25.24587	26.46312	24.7889	24.57888	23.68485	0	0	0	23237	26.26728	21.20723	22.12509	24.53724	24.41345	25.64022	26.28263	23.67584	22.86667	23.07632	24.43752
P29401_2_TKT	28.59538	26.34787	26.22304	28.02818	27.21854	27.20946	27.00485	26.56594	27.63831	28.70002	26.45667	24.93706	27.24608	26.34198	27.2305	27.10869	25424	25.19314	26.51479	27.27915	26.51785	24.42522
P29508_SERPINB3	23.19893	25.58907	26.57946	24.78312	24038	24.94476	24.19625	26.05267	0	24.83759	23.69859	25.86686	24.88665	27.06928	24.38574	0	23.57335	26.86561	24.56813	25.84168	25.4587	26.80366
P30044_PRDX5	22.32025	21.97994	23.44985	21.49052	0	23.17626	21.13865	22.44385	22429	23.6006	0	19.61214	22.34142	21.81609	20.98829	21.48738	19.78043	21.41648	0	22.2408	21.25026	22.67064
P30101_PDIA3	24.31907	22.8354	22.66147	23.1979	22.53856	22.87558	22.74109	21.99476	23.6468	23.9461	0	22.26052	22.98414	22.33868	22.64898	23.71009	22.34887	22.18156	22.92071	23.08892	23.27711	0
P30740_SERPINB1	25.21716	26.20913	27.21178	25.32492	26.33788	25.64141	26.11494	24.8386	23.09404	24.53736	25.35646	25.54872	26.28008	27.74561	26.16337	23.15724	24.82309	25.75969	25.31558	25.48542	25.86429	26.70319
P31025_LCN1	29.00228	30.39468	28.45959	27.77662	30.69171	27.10279	29.65627	25.68405	27.59861	27.09053	30.42312	29.47647	29.30513	24.88026	28.60141	25.68533	31.34678	30.70372	26.70543	26.82529	28.9202	29.51258
P31146_CORO1A	27.92207	26.35894	24.54091	24.48191	25.69437	27.28868	24.81787	25.87711	28.42602	26.48107	0	24.17234	25.90196	23.83229	25.78559	26.14258	24.67605	24.73278	26.05205	26.95759	26.16452	0
P31151_S100A7	22.28839	21.32784	23.22816	23.66384	24.23674	26.78157	22.66622	22.90139	22.08255	22.7331	23.84115	24.36973	24.19776	25.24398	22.10901	22.40257	21.86827	25.08655	22.90921	21.9105	24436	23.52181
P31946_2	24764	23.7546	24.87023	25.04222	23.55028	24.81519	24.18473	24.21393	23.10716	24.61476	23.12433	22.44811	24.02259	22.93665	23.59412	25.24325	23.40432	23.44405	24.71209	25.54857	24.66963	21.88342
P31947_SFN	27.37691	27.76642	28.91838	28.70695	26.99669	28.11689	27.35506	27.94486	24.94887	27.62213	26.72495	26.45721	26.27104	27.82311	26.40652	25.31624	26.93787	27.01616	26129	27.88384	27.83623	24.73691
P31949_S100A11	22.97736	20.40997	21.78429	22.67168	0	21.84495	20.74952	18.7628	21.76624	21.48488	19.90146	20.53355	22.16042	22.47189	21.73003	21.81021	19.43728	19.92525	20381	23.16048	20.31606	23.56918
P32926_DSG3	25.00402	25.99084	26.87338	27.50801	25.2488	25.90999	26.55802	24.53463	22.43685	25.17756	25.41822	26.98869	26.19231	27.40227	24.86254	22.78087	24.80045	26.36815	23.26413	26.99927	26.06349	24.69285
P35321_SPRR1A	24.20083	22.89907	24.76238	23.27583	0	25.34354	20.40572	0	0	22.50828	21.76486	25.33912	23.30591	26.81873	0	0	23.68143	25.47568	22.79168	23.57957	24.51111	25.94038
P35579_MYH9	23.71586	24.62762	23.91862	23.43224	21.56416	21.90573	26.25086	21.80526	26263	21.40052	21.94349	19.91061	22.86537	21.71431	22.12477	23.38969	23.40549	21.12566	0	21.70902	23.78477	23.27611
P36952_SERPINB5	21.82738	22.39383	22.63301	23.1492	0	21.91951	21.76251	22.27216	21.00895	21.15598	21.78632	22.15613	21.72684	22.85956	21.86299	0	21.14215	21.53848	0	20.93359	21.88136	22.28249
P37802_2_TAGLN2	22.19835	21.61392	22.78123	23.32182	22.87264	23.23376	21.39587	20.84567	21.98123	22.66973	22.81282	23.08231	22.03594	23.10724	22.51331	22.48665	21.32745	22.55417	0	0	21.95918	23.07413
P37837_TALDO1	28.41345	26117	26.62199	28.00662	26.37063	27.49244	26.49322	26.35143	27.97673	27.76623	26.58964	25.7519	27.97826	27.09245	27.10679	27.59278	26.10981	26.37508	27.50983	27.73628	26.2387	28.17935
P40121_CAPG	23.28912	23.65316	23.52791	24.63428	23.5297	22.94458	23.22858	22.62415	24.92116	25.37079	0	21.46009	24.20449	22.81447	23.88948	24.57946	22.03946	22.7136	23.00292	25.42461	22.97818	24.19483
B1AK88_CAPZB	24.34062	22.96746	22.81157	23.23463	0	22.86844	22.58671	22.5796	24.24125	23.98789	0	21.31705	23.71502	22.83196	23.40432	23.81118	22.52449	0	0	24.36773	23.12413	0
P50395_GDI2	24.72109	23.27455	24.12904	25.41238	23.30271	24.66974	23.39074	24.04893	23.46961	25.49326	22.63263	22.59594	24.70182	24.88563	24.0712	24.30264	23.30271	22.99769	22.98786	24.95885	24.1118	23.8798
P52209_PGD	25.31174	23.8659	25.19693	25.45441	24.28093	24.84714	24.97754	25.35991	26.40285	26.1552	24.2103	23.72411	24.8446	25.78883	24.74314	25.13375	23.82289	23.39754	23.67023	23.96296	24.33865	22.48198
P52566_ARHGDIB	22.47833	21.78457	21.74107	22.82555	23.86552	22.88998	24.73154	22.87027	24.22243	26.13108	23.17852	0	26.14028	23.07091	26.21067	26.49039	22.75299	24.57254	21.69447	27.1378	23.51773	25.77603
P52907_CAPZA1	23.92814	22.35662	22.84472	22.75829	22.0474	22.06184	23.16815	21.82022	23.22333	23.11118	21.84824	23.03642	22.69816	21.85901	23.35286	22.60465	22.26925	0	0	23.34881	22.1851	0
P53634_CTSC	20.26911	0	20.33418	20.31606	20.56997	20.36986	21.05331	20.24039	20.43227	20.68003	20.50164	21.64597	20.6264	21.38627	19.96141	20.03362	19.71235	20.32586	0	0	0	20.92991
P55058_PLTP	0	0	23.32182	21.38248	21.53569	21.58003	21.81722	20.78205	0	0	0	24.38574	21.79023	24.35924	21.07307	21.62216	22.21928	24.42188	0	0	21.98881	21.04567
P59665_DEFA1	30.42722	30.61851	28.25156	25.62956	28.17346	30.22631	28.72842	28.88341	31.52028	0	28.6701	28.7841	28.44368	28.14686	28.00897	28.95382	29.8592	27.75843	29.57149	30.83688	31.11527	25.8435
P59998_3_ARPC4	24.02673	22.45521	22.61892	24.57248	22.00525	22.56526	24.32258	21.18029	24.67724	23.60513	21.08712	21.0023	22.94633	21.84713	23.16797	23.38245	20.96993	21.29075	22.20072	24.82663	21.68957	21.45774
P60174_TPI1	27.27977	26.15356	27.39566	27.33253	26.19477	27.2488	25.98163	26.82978	26.93854	27.95177	26.53749	26.41348	26.76395	27.52246	26.47	25.65141	25.58385	26.08298	26.38938	26.55349	26.46	27.85881
P61158_ACTR3	24.2169	22.91534	23.36011	24.96548	20.97659	22.26104	24.00933	22.78911	25.37687	25.32989	20.92586	21.05927	23.00062	21.63967	23.94699	25.30278	21.96159	21.60445	21.19364	23.3806	22.03617	19.99549
P61586_RHOA	21.13752	21.01182	21.30925	21.88822	0	22.12073	21.34402	21.29328	22.24505	23.23116	20.88009	20.73488	21.66358	21.72025	21.19454	0	0	0	0	20.77652	21.10929	20.70986
P61626_LYZ	25.81448	27.84086	28.38751	23.80322	29.80027	26.41737	29.18298	26.02227	27.36152	26.68632	26.53338	28.90973	26.54448	24.44897	24.55016	26.95704	26.11154	29.3273	25.73725	25.62022	26.67506	28.19976
P61769_B2M	24.56058	25.13246	24.27668	22.85827	25.29439	24.80696	24.18707	22.98685	23.45186	23.39257	24.3364	26.89215	24.4168	28.76094	0	0	25.78609	27.00067	23.88772	24.96358	25.14227	21.72825
P62328_TMSB4X	27.80937	25.20426	25.27586	25.49954	24.17859	27.71973	26.31273	25.56349	28.43639	28.11431	26.91843	25.20628	27.90311	24.33518	25.7487	27.78394	25.5779	23.08459	26.9619	24.56168	24.05639	28.33705
P62805_HIST1H4A	26.9955	26.22512	26.42302	28.69631	25.81997	27.56318	25.23133	23.84728	23.14203	25.77364	24.97832	22.91244	26.92909	26.18384	26.03204	28.88844	26.59847	23.59685	23.10372	27.47104	26.83822	0
P62937_PPIA	28.11202	27.16787	27.74028	28.24916	27.73169	28.59761	27.39917	27.74336	28.20415	29.05615	27.33637	26.93944	28.14404	28.10774	27.7291	27.52126	26.93337	26.39342	27.53453	27.12849	27.66716	25.5844
P62942_FKBP1A	23.61054	22.66934	23.32855	22.36078	0	23.71502	22.96902	22.85946	24.52934	24.51081	22.50582	22.82361	22.97912	23.10998	23.19175	22.97493	22.40403	22.58697	22.97776	23.46787	22.94122	22.20051
P63261_ACTG1	32.07038	30.56484	31.54218	31.71682	29.97145	31.32823	31.06529	30.32689	31.72996	31.38195	30.48289	29.6834	31.59188	31.0633	31.11867	31.3391	30.34053	30.27708	30.25732	31866	30.65062	28.60721
P63313_TMSB10	21.89678	0	21.71452	21.43715	0	22.11972	20.64509	0	22.00559	21.92825	0	22.05547	22.23792	22.12263	22.45774	0	21.79158	0	0	22.13129	22.26436	22.24502
P68032_ACTC1	23.82687	21.46428	23.98163	23.83287	21.52234	22.60408	24.77399	22.6299	22.17457	24.76618	24.14523	22.8547	23.18995	22.67185	22.58788	23.22285	22.71045	22.11105	23.3995	22.7233	22.40463	21.64421
P68371_TUBB4B	19.7774	23.00189	22.36228	20.35606	0	20.64165	23.85405	22.04417	19.85183	0	19.60239	19.23016	0	20.96578	0	19.12126	19.83159	20.50154	0	20.41007	20.32564	0
P68871_HBB	33.46453	23.83942	24.59201	28.73069	24.82784	28.67983	25.58176	29.69997	28.22867	28.32191	26.15948	25.49997	25.48996	29.20839	28.49816	29.71429	28.9194	28.41422	29.49167	28.98381	26.56339	28.51882
