,12.5fmol_C1,12.5fmol_C10,12.5fmol_C2,12.5fmol_C4,12.5fmol_C5,12.5fmol_C8,12.5fmol_Ro,25fmol_semtumor_S09,25fmol_semtumor_S36,25fmol_semtumor_S49,25fmol_semtumor_S57,25fmol_semtumor_S61,25fmol_semtumor_S64,25fmol_semtumor_S68,25fmol_semtumor_T16,50fmol_T1T2_S17,50fmol_T1T2_S57,50fmol_T1T2_S77,50fmol_T1T2_T12,50fmol_T1T2_T20,50fmol_T1T2_T22,50fmol_T1T2_T23
genes,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,50fmol,50fmol,50fmol,50fmol,50fmol,50fmol,50fmol
P07996_THBS1,21.37613,21.81452,22.92685,21.23538,0,22.03171,22.88863,0,0,20.5827,21.66523,20.85582,20.70852,21.50978,21.1706,20.99106,20.60177,21.44329,0,0,22.18365,0
P08107_HSPA1A,26.10665,26.81115,25.6596,26.88646,25.46849,26.20613,25.90882,24.8925,25.77621,27.32303,25.25173,24.79184,26.30379,26.33936,26.37758,26.2348,26.0281,25.2027,25.88257,25.94345,25.34279,26.13954
P08238_HSP90AB1,22.10105,21.57971,22.11896,22.24386,0,20.52382,23.37066,0,20.9903,21.98732,21.13232,0,20.75271,21.5317,21.20592,21.84912,22.8723,21.54557,21.31744,23.40484,22.57219,0
P08246_ELANE,23.73283,26.51459,26.74561,26.78469,0,24.47593,26.0224,24.12912,24.78477,24.92904,23.29053,22.64623,25.64425,23.70388,25.22004,26.41654,24.67109,25.39823,0,26.61203,24.87094,23.31188
P08311_CTSG,23.74561,23.3415,25.78422,24.2514,23.20241,23.89273,25.6916,23.16034,23.60445,22.85289,24.33872,21.19976,23.22326,22.34082,21.38153,24.71958,24.4698,23.34773,22.90531,23.83528,24.95549,22.17579
P08571_CD14,0,0,20.69787,19.4786,20.65316,0,21.26528,0,20.40229,20.26785,0,21.93582,0,23.70883,18.78488,19.44117,21.15765,20.50795,0,0,0,19.3308
P08603_CFH,0,20.63192,21.23029,0,0,21.05152,23061,0,25.87561,21.80951,22.44334,22.38155,0,22.14012,22.41093,24.16139,23.74868,23.36011,0,0,22.37761,20.86688
P09211_GSTP1,27.22692,26.6599,27.03978,28.33726,26.98859,27.11357,27.18641,26.82893,27.03852,27.45732,26.50528,26.22325,27.18177,28.15306,26.93506,26.50844,27.21558,26.37426,26.09043,26.93337,26.76825,28.22674
P09228_CST2,27.12218,28.07352,29.63289,28.97858,27.73344,26.28685,26.58935,25.4567,0,21.67288,25.48379,26.1764,29.16749,23.99731,21.22535,24.47271,25.35548,27.96631,28.0238,25.88339,26.99291,22.73287
P09960_LTA4H,23.30758,25.12041,23.10024,25.34658,0,24.53943,23.46899,22.18462,23.39715,26.07001,22.26135,21.94592,25.37431,23.27056,24.75618,25.10849,22.33049,22.6465,0,24.02369,24.39552,0
P0C0S8_HIST1H2AG,24.93103,25.92567,25.40191,25.76317,25.37696,24.97342,24.38489,23.56512,24.64966,25.21875,25.35394,24.40976,24.76162,26.27154,25.15661,28.24767,25.84582,25.71353,0,24.60337,25.52594,24.0662
P10412_HIST1H1E,22.76773,25.91205,25.47163,25.21616,0,26.19084,21.98971,24.05126,22.5673,25.74978,23.34164,21.68697,26.55859,25.03591,26.15041,27.09688,23.84067,24.48591,26.24728,28.07938,24.80218,25.4665
P10599_TXN,25.3257,24.95828,25.02449,27.07368,23.68346,26.1844,25.35693,24.66833,26.81274,25.74119,25.70036,25.03783,25.00101,27.26338,24.03674,23.89393,26.30544,25.22387,23.59092,23.8866,24.55075,27.74394
P10909_2_CLU,0,21.41967,22.28602,23.26026,22.54882,23.39689,22.78923,22.56279,21.2352,21.9775,24.20172,24.85894,22.74538,23.6381,22.30708,21.99231,24.71345,24.4597,23.26757,22.96335,24.34204,0
P11021_HSPA5,24.74653,25.15116,25.19408,25.6186,23.35891,24.40639,25.33776,22.62718,24.07259,25.28253,23.68987,23.87895,24.54115,25.88108,24.18745,24.39133,24.80976,24.13359,23.28122,25.23037,23.63157,24.78531
P11142_HSPA8,25.05051,25.10306,24.4491,26.09565,23.83345,24.85738,24.29256,24.47859,24.7638,26.21412,25.09583,24.7749,25.54972,26.21306,25.53214,24.74381,25.74697,24.88376,25.11347,23.92714,25.04177,25.49051
P11215_2_ITGAM,20.20371,21.46678,20.71028,20.75874,0,20.3756,24.11044,0,20.0777,21.1561,20.79098,0,21.0988,0,0,0,20.37528,20.47179,20.13646,20.82058,21.16214,21.19256
P12273_PIP,29.20569,27.60024,30.14577,29.28978,30.8162,29.86106,32.02878,27.22986,22.72601,27.65287,30.07584,31.20542,29.2377,28.44995,27.60399,28.66319,29.38585,31.10506,29.05592,27.06723,28.2575,26.96741
P12429_ANXA3,21.71775,21.13884,23.05005,21.57639,22.45159,21.43258,24.68507,0,0,0,21.51735,0,21.55506,19.40329,21.68505,21615,20.49356,20.95362,21.43217,21.21324,20.99376,21.49219
P12814_3_ACTN1,24.90706,25.72588,24.92511,25.57664,24.28362,25.54079,25.26749,23.83836,24.35057,23.94664,24.11402,23.95872,25.47794,24.2844,25.24042,26.93337,24.85224,25.11358,24.69588,24.38621,25.27565,0
P13688_CEACAM1,21.12805,21.80613,21.19922,23.11063,0,21.91929,22.54359,20.51778,19.9046,22.19048,21.12937,21.22923,21.60332,21.59181,20.99542,21.65351,22.0036,21.10655,21.34646,0,0,21.2986
P13796_LCP1,25.24354,27.4505,25.05701,26.44832,24.53368,25.70293,26.10171,24.81719,26.37773,27.56485,25.44272,23.8812,26.80637,24.33634,26.6502,27.28815,24.8825,25.54058,25.56221,26.67169,25.59551,27.47475
P14174_MIF,21.49375,25.73399,23.07151,26.21987,23636,23.93103,23.49838,23.42688,24.74073,26.82917,23.87895,23.74643,25.4593,25.74175,25.59733,23.86514,24.81411,22.43883,22.03154,24.1354,23.97079,22.71022
P14550_AKR1A1,22.27088,21.73876,0,22.17563,0,22.00946,22.23093,0,22.36164,22.59307,0,0,0,21.41967,0,20.63414,21.90455,21.2143,21.72887,21.05006,21.88461,0
P14618_PKM2,25.58023,26.91513,25.91091,27.26776,24.23191,26.28607,26.99291,24.17005,27.05175,28.67482,24.31755,23.78756,25.83079,26.34699,25.24023,26.34924,26.89006,24.62817,23.75562,26.91365,26.16129,25.04072
P14780_MMP9,25.64273,26.8023,25.84122,26.48815,25.48843,26.13964,26.17234,24.91588,25.50382,27.65615,25.72915,23.97369,25.98653,23.80912,26.6584,26.92762,25.21819,24.59844,26.31952,26.28357,25.4986,25.78402
P16401_HIST1H1B,23.6446,26.32565,24.44941,25.75098,23.42124,25.91914,21.23993,24.29334,22.2856,24.95925,24.16906,0,25.69991,24.21756,24.93197,27.11506,23.42483,24.46694,25.93519,27.31967,25.42179,23.02538
P16402_HIST1H1D,20097,21.46608,19.97113,21.78804,0,20.39132,0,0,0,20.15078,0,0,20.97176,20.47714,0,21.79348,18.70002,19.51515,21.38617,20.64271,0,0
P16403_HIST1H1C,0,26.38032,24.30389,23.43415,23.38759,26.03689,0,24.71015,23.35367,0,23.53433,22.99943,24.54197,24.80238,24.50015,25.82539,23.50543,24.72879,25.84864,26.48048,24.90775,0
P17174_GOT1,21.09893,21.05801,20.2894,22.42954,20.88054,22.1272,20.49902,19.00572,20.41007,22.2138,19.48448,19.05343,22.00741,24.0071,19.3363,19.12037,21.86982,0,0,21.02073,20.8606,22.5346
P17931_LGALS3,21.81937,20.45523,22.26253,22.77431,0,22.36068,23.23374,22.61362,22.23491,21.79348,21.15165,22.94131,20.09507,24.3089,20.75923,0,22.79041,22.17197,0,0,22.03537,21.76377
P18510_2_IL1RN,27.69332,24.36031,25.7226,26.82857,26.07167,24.9266,23.8853,24.76916,25.22821,25369,24.47321,25.5343,24.79029,27.08152,23.89264,0,25.89111,23.08071,24.91269,25.42499,25.08574,26.86762
P18669_PGAM1,26.03149,26.67088,25.47914,26.50894,24.93787,26282,25.61296,24.92778,25.7167,27.94804,24.53416,24.72728,26.13917,25.47373,25.97077,23.78157,24.86424,25.36346,25.65859,25.62383,25.6496,23.55555
P19961_AMY2B,29.73736,28.10904,27.50279,30.12829,30.40284,29.48235,29.51258,31.51634,28.00255,30.94803,32.62215,31.33974,32.00554,28.09336,29.3657,26.30014,30.07125,30.17462,27.95959,29.01648,30.58531,30.75533
P20061_TCN1,22.13072,21.53279,21.89045,0,22.90898,21.48984,24.07455,21.56388,21.02161,22.07437,22.67573,24.67589,22.25874,23.76901,21.44405,21.30997,22.93611,21.8146,21.44304,20.72301,21.78524,23.07362
P20160_AZU1,26.29091,25.24811,25.13989,23.63777,25.01223,24.34983,24.84484,0,23.57854,25.35696,23.7959,0,25.28189,24.69238,25.73686,27.52739,24.40892,24.82794,23.11055,24.06382,25.82452,0
P20618_PSMB1,20.78588,21.02317,0,21.50693,0,20.8137,20.91006,0,20.45433,21.18447,0,0,20.8874,21.20872,0,21.28365,0,20.51826,0,20.64192,20.41864,0
P21333_FLNA,21.82672,23.29488,0,23.16323,0,21.96212,21.40888,0,20.89238,22.08076,20.97197,0,21.95915,21.6082,0,23.37079,21.39132,21.99507,0,22.21496,21.55046,0
P22314_UBA1,21.20592,21.39205,20.34776,21.27076,0,20.46364,21.28867,0,20.22317,20.62783,0,0,20.21039,19.56238,19.50442,20.9805,20.34147,19.98968,20.14669,21.36276,19.2097,0
Q32Q12_NME1_NME2,21.45598,21891,0,21.86389,0,21.69715,20.68011,0,0,21.89981,0,0,21.45277,22.16684,21.69914,21.68932,21.78129,20.84199,21.39105,21.79563,21.21898,0
P22532_SPRR2D,26.17792,25.31707,24.18382,0,0,26.80686,0,26.07867,23.09012,22.89724,0,24.01308,0,27.31786,0,22.71965,25.64273,23.61953,0,24.01725,25.12033,25.19607
P22894_MMP8,0,21.78053,0,22.21306,21.05742,21.94135,22.21907,20.42008,21.36874,25.51265,0,0,21.80798,20.60404,21.8331,23.50033,20.30686,20.29109,20.82361,20.9517,21.70062,22.9517
P23280_CA6,28.31012,26.1962,28.32406,28494,28.54145,26.62506,28.4626,26.41427,24.04627,26.92976,28.01457,28.09999,26.57658,25.2242,26.53214,25.67976,27.62854,26.41464,25.23765,26.16146,27.31138,25.15372
P23284_PPIB,23.5538,23.11571,24.75297,25.54504,23.26914,21.18701,26.31424,0,21.26379,24.26942,24.27831,24.05366,23.60332,22.49448,22.80323,22.27512,24.15051,23.59195,22.84282,0,22.47593,23.28221
P23381_WARS,0,22.61023,21.70075,23.13834,0,21.99928,21.6888,0,23.44708,22.72432,23.54946,21.57168,21.56454,21.51663,22.7488,22.2304,22.88465,22.4066,23.61212,22.58788,21.97516,0
E9PK25_CFL1,23.51461,24.28708,24.74627,25.45406,23.21767,24.29018,25.77362,22.98878,24.4256,26.80452,23.99593,23.15633,25.61731,24.42656,24.08002,26.21906,24.91068,24.06168,25.76175,23.82454,24.97215,24.72682
P24158_PRTN3,25.47249,27.8125,26.27209,26.73428,26.12248,25.57851,27.2115,27.14131,28.14458,27.63152,26.77681,25.08391,26.56504,26.31351,28.07322,28.62798,26.44421,26.42288,25.62717,26.33417,27.14433,27.71043
P25311_AZGP1,31.48443,29.58258,31.09754,30.6645,31.81673,30.72874,30.99833,30.7144,28.75983,30.20175,30.99469,32.33055,31.00879,31.9529,30.24932,30.13173,30.54047,30.42952,30.87869,29.99294,30.03983,30.21986
P26038_MSN,23.13573,24.95965,23.9865,23.57877,23.08409,23853,25.82924,22.84558,23.62511,25.60496,23.49765,23.58932,24.61958,23.83904,23.93508,24.54622,24.13195,24.36686,23.78437,23.69221,23.52791,23.05243
P28325_CST5,24.27071,0,24.58909,26.46312,24.7889,24.57888,23.68485,21.70923,0,0,23237,26.26728,21.20723,22.12509,24.53724,24.41345,23.2617,25.64022,23.67584,22.86667,23.07632,24.43752
P29401_2_TKT,26.99172,28.59538,26.34787,28.02818,27.21854,27.20946,27.00485,25.65499,26.56594,28.70002,26.45667,24.93706,27.24608,26.34198,27.2305,27.10869,25.91611,25424,26.51479,27.27915,26.51785,24.42522
P29508_SERPINB3,25.4982,23.19893,25.58907,24.78312,24038,24.94476,24.19625,24.61801,26.05267,24.83759,23.69859,25.86686,24.88665,27.06928,24.38574,0,25.76504,23.57335,24.56813,25.84168,25.4587,26.80366
P30044_PRDX5,0,22.32025,21.97994,21.49052,0,23.17626,21.13865,0,22.44385,23.6006,0,19.61214,22.34142,21.81609,20.98829,21.48738,22.66182,19.78043,0,22.2408,21.25026,22.67064
P30101_PDIA3,22.66943,24.31907,22.8354,23.1979,22.53856,22.87558,22.74109,0,21.99476,23.9461,0,22.26052,22.98414,22.33868,22.64898,23.71009,24.0578,22.34887,22.92071,23.08892,23.27711,0
P30740_SERPINB1,25.71712,25.21716,26.20913,25.32492,26.33788,25.64141,26.11494,25.2722,24.8386,24.53736,25.35646,25.54872,26.28008,27.74561,26.16337,23.15724,26.38929,24.82309,25.31558,25.48542,25.86429,26.70319
P31025_LCN1,28.01457,29.00228,30.39468,27.77662,30.69171,27.10279,29.65627,30.31311,25.68405,27.09053,30.42312,29.47647,29.30513,24.88026,28.60141,25.68533,29.82133,31.34678,26.70543,26.82529,28.9202,29.51258
P31146_CORO1A,27.64815,27.92207,26.35894,24.48191,25.69437,27.28868,24.81787,25.55792,25.87711,26.48107,0,24.17234,25.90196,23.83229,25.78559,26.14258,22.90485,24.67605,26.05205,26.95759,26.16452,0
P31151_S100A7,24.08869,22.28839,21.32784,23.66384,24.23674,26.78157,22.66622,25.02196,22.90139,22.7331,23.84115,24.36973,24.19776,25.24398,22.10901,22.40257,23.89643,21.86827,22.90921,21.9105,24436,23.52181
P31946_2,24.85053,24764,23.7546,25.04222,23.55028,24.81519,24.18473,22.23631,24.21393,24.61476,23.12433,22.44811,24.02259,22.93665,23.59412,25.24325,24.01971,23.40432,24.71209,25.54857,24.66963,21.88342
